buy_ts uid revenue
01.06.2016 2636918622 4.15
01.06.2016 4227043170 1.83
02.06.2016 3482817313 0.24
02.06.2016 3728286989 47.05
02.06.2016 590949518 3.89
02.06.2016 317945998 1.16
02.06.2016 3715648872 1.22
02.06.2016 900494158 3.05
02.06.2016 4135059593 4.58
02.06.2016 685587411 4.89
02.06.2016 825707664 0.73
02.06.2016 3758818857 2.08
02.06.2016 1930173523 0.15
02.06.2016 2785026329 0.98
02.06.2016 1820082367 13.75
02.06.2016 626900631 0.3
02.06.2016 654326732 7.33
02.06.2016 3204101774 2.44
02.06.2016 4227717142 0.46
02.06.2016 3557221090 2.26
02.06.2016 1400663371 1.16
02.06.2016 1431923274 3.48
02.06.2016 1587687775 14.67
02.06.2016 522987184 1.83
02.06.2016 975550747 2.2
02.06.2016 750654046 2.32
02.06.2016 3176157357 4.64
02.06.2016 834177855 2.32
02.06.2016 232982153 0.98
02.06.2016 2260331259 2.69
02.06.2016 2907557378 4.03
02.06.2016 25636692 9.17
02.06.2016 3162543159 1.65
02.06.2016 4105798592 1.83
02.06.2016 3244657267 2.93
02.06.2016 4209846820 10.82
02.06.2016 972979883 2.2
02.06.2016 3557221090 1.1
02.06.2016 3376143377 3.05
02.06.2016 2735405762 0.61
02.06.2016 4270412415 11.11
02.06.2016 1238736446 3.48
02.06.2016 2994136634 0.49
02.06.2016 646923858 7.94
02.06.2016 3494380724 2.14
02.06.2016 2796292915 7.94
02.06.2016 1486734382 0.18
02.06.2016 824818056 1.28
02.06.2016 3815391868 0.73
02.06.2016 3925119339 9.78
02.06.2016 3241481847 3.67
02.06.2016 2636918622 2.08
02.06.2016 2816276297 2.38
02.06.2016 4129298446 2.44
02.06.2016 2744740802 4.89
02.06.2016 3544485094 0.82
02.06.2016 2246602936 1.22
02.06.2016 2434642467 0.18
02.06.2016 672755514 0.37
02.06.2016 1997081709 1.22
02.06.2016 976015637 3.67
02.06.2016 633403865 3.05
02.06.2016 1836297690 2
02.06.2016 3731580252 3.67
02.06.2016 2843421975 0.49
02.06.2016 1587827736 7.94
02.06.2016 3441042614 0.37
02.06.2016 1358878333 3.89
02.06.2016 1924095326 2.08
02.06.2016 2084104686 0.61
02.06.2016 907013929 22
02.06.2016 145788660 0.49
02.06.2016 4275912217 1.53
02.06.2016 2596831855 0.85
02.06.2016 4087468660 4.64
02.06.2016 1997081709 7.33
02.06.2016 1424435199 2.32
02.06.2016 4277930576 2.44
02.06.2016 295814980 1.22
02.06.2016 1997081709 5.5
02.06.2016 129796822 2.75
02.06.2016 2084104686 0.15
02.06.2016 1440096685 0.49
02.06.2016 672755514 0.37
02.06.2016 984703708 4.89
02.06.2016 1904912655 2.2
02.06.2016 2223129847 7.58
02.06.2016 654326732 7.33
02.06.2016 2459578094 1.1
02.06.2016 2814357973 1.71
02.06.2016 2196195273 1.22
02.06.2016 656851948 14.67
02.06.2016 3642269995 2.2
02.06.2016 3778818665 7.33
02.06.2016 4133727192 0.73
02.06.2016 2843421975 1.47
02.06.2016 1978487177 6.11
02.06.2016 3762076364 1.83
02.06.2016 1175741464 3.48
02.06.2016 895794509 11.73
02.06.2016 1997081709 2.44
02.06.2016 2569522817 3.3
02.06.2016 1891564013 0.49
02.06.2016 756024654 2.2
02.06.2016 2868948704 1.11
02.06.2016 1665246758 14.67
02.06.2016 2596831855 12.83
02.06.2016 3690464684 3.48
02.06.2016 443322783 0.55
02.06.2016 376871846 1.83
02.06.2016 3806017691 4.4
02.06.2016 3728286989 24.44
02.06.2016 3315377746 0.61
02.06.2016 225930690 0.73
02.06.2016 1320448919 0.61
02.06.2016 1987763522 3.05
02.06.2016 2459578094 0.92
02.06.2016 2604831221 0.52
02.06.2016 1184036685 4.15
02.06.2016 656722793 1.13
02.06.2016 2082627090 3.05
02.06.2016 1008591535 3.67
02.06.2016 1904912655 0.73
02.06.2016 2359828531 1.22
02.06.2016 1669236200 3.67
02.06.2016 4188315756 0.3
02.06.2016 3728286989 6.72
02.06.2016 140729857 2.2
02.06.2016 3852446693 0.61
02.06.2016 2636584367 4.52
02.06.2016 2767637675 0.61
02.06.2016 2546345310 24.44
02.06.2016 3510467463 0.24
02.06.2016 1703347111 0.37
02.06.2016 2301718635 1.83
02.06.2016 1652909692 2.69
02.06.2016 985725300 7.33
02.06.2016 147859460 0.37
02.06.2016 1754485108 0.3
02.06.2016 3427620343 2.32
02.06.2016 3961390071 0.61
02.06.2016 4062323440 18.58
02.06.2016 3862291559 0.46
02.06.2016 3977779499 3.12
02.06.2016 285619259 2.69
02.06.2016 2560239331 3.3
02.06.2016 1203229307 0.3
02.06.2016 3285425879 0.61
02.06.2016 75602587 0.37
02.06.2016 3278455419 0.3
02.06.2016 2765290142 2.44
02.06.2016 281099895 3.67
02.06.2016 2490841726 1.95
02.06.2016 1423998118 1.1
02.06.2016 2315976682 1.4
02.06.2016 2765290142 2.44
02.06.2016 3333809211 3.05
02.06.2016 257109204 0.61
02.06.2016 3318457103 1.53
02.06.2016 903503476 0.46
02.06.2016 1582525357 2.14
02.06.2016 1930554260 0.92
02.06.2016 1442904406 2.32
02.06.2016 3639636871 2.44
02.06.2016 482730843 8.55
02.06.2016 181957737 2.32
02.06.2016 3239669214 7.33
02.06.2016 984973120 3.3
02.06.2016 3457241249 8.55
02.06.2016 2217473132 0.73
02.06.2016 1617340851 3.48
02.06.2016 316841965 0.37
02.06.2016 3133344427 1.71
02.06.2016 3919418843 8.55
02.06.2016 3089945406 1.34
02.06.2016 2285749824 0.55
02.06.2016 625208992 0.37
02.06.2016 2787631364 0.61
02.06.2016 3285425879 0.15
02.06.2016 2905537859 0.46
02.06.2016 1462616969 0.73
02.06.2016 2235489643 4.89
02.06.2016 4102005329 2.75
02.06.2016 1602830149 0.98
02.06.2016 2898983892 4.89
02.06.2016 355285237 1.95
02.06.2016 4247676823 2.32
02.06.2016 3954117465 3.05
02.06.2016 4188315756 0.3
02.06.2016 4117002363 2.2
02.06.2016 4028030336 63.55
02.06.2016 3737706123 8.55
02.06.2016 2563732904 1.1
02.06.2016 715588188 12.34
02.06.2016 3628549151 4.03
02.06.2016 192943494 0.24
02.06.2016 2348492247 1.22
02.06.2016 3364914167 3.48
02.06.2016 2061386778 2.69
02.06.2016 1346303961 0.18
03.06.2016 489975431 7.33
03.06.2016 1881717550 4.89
03.06.2016 4191265974 1.1
03.06.2016 1650562862 9.78
03.06.2016 2691613156 0.3
03.06.2016 994411669 0.3
03.06.2016 4054171507 1.47
03.06.2016 1834798564 0.37
03.06.2016 951124998 2.44
03.06.2016 1503250735 66
03.06.2016 2291044936 3.67
03.06.2016 706674460 0.3
03.06.2016 694642493 0.49
03.06.2016 4206472129 1.67
03.06.2016 3009129858 0.15
03.06.2016 3684875995 0.98
03.06.2016 3117037970 1.22
03.06.2016 3557221090 1.1
03.06.2016 681950436 4.89
03.06.2016 2931635778 0.49
03.06.2016 179345751 3.67
03.06.2016 3728286989 36.05
03.06.2016 25655987 0.3
03.06.2016 2496234274 4.28
03.06.2016 352817715 0.46
03.06.2016 1560153463 3.67
03.06.2016 3392656574 7.03
03.06.2016 356828071 6.11
03.06.2016 3702645258 2.44
03.06.2016 461274275 0.3
03.06.2016 2911989554 0.3
03.06.2016 2713032999 6.23
03.06.2016 2100239157 0.37
03.06.2016 2911018390 4.89
03.06.2016 3264368267 3.05
03.06.2016 2657268516 1.16
03.06.2016 1495727587 1.53
03.06.2016 2236689755 0.92
03.06.2016 1702771872 0.3
03.06.2016 1820082367 11
03.06.2016 882460373 0.98
03.06.2016 1037558418 2.32
03.06.2016 473776439 0.18
03.06.2016 600642824 0.98
03.06.2016 2808160790 2.2
03.06.2016 25655987 0.15
03.06.2016 1603214752 2.08
03.06.2016 2435042278 0.61
03.06.2016 4071645189 0.44
03.06.2016 240991132 4.89
03.06.2016 2663542275 0.49
03.06.2016 554195582 0.18
03.06.2016 3642124295 0.92
03.06.2016 3958312727 1.22
03.06.2016 3228779948 0.46
03.06.2016 1560153463 3.3
03.06.2016 3244657267 1.22
03.06.2016 2836796697 2.44
03.06.2016 370587999 4.83
03.06.2016 1171731916 0.18
03.06.2016 1465275964 2.08
03.06.2016 2644274800 3.33
03.06.2016 2435042278 1.22
03.06.2016 1738167470 7.33
03.06.2016 2829413905 0.18
03.06.2016 639406253 0.61
03.06.2016 135714883 0.3
03.06.2016 3141262745 2.44
03.06.2016 3016779386 19.07
03.06.2016 473776439 2.75
03.06.2016 318676013 1.04
03.06.2016 1200672143 0.37
03.06.2016 4032581606 1.22
03.06.2016 3196359115 5.5
03.06.2016 575862669 0.98
03.06.2016 1779127141 2.44
03.06.2016 3837911141 1.53
03.06.2016 2435042278 0.61
03.06.2016 1631279947 9.78
03.06.2016 2452091832 1.53
03.06.2016 1141076170 1.53
03.06.2016 3577369247 3.67
03.06.2016 1129748982 2.08
03.06.2016 895794509 0.61
03.06.2016 2122866609 3.67
03.06.2016 480279210 4.15
03.06.2016 846340515 0.3
03.06.2016 3117037970 1.83
03.06.2016 3419377440 0.61
03.06.2016 1540013927 7.94
03.06.2016 2305677122 0.15
03.06.2016 2146995978 0.73
03.06.2016 144342103 0.3
03.06.2016 1458068249 0.3
03.06.2016 194025358 0.3
03.06.2016 2360360710 0.92
03.06.2016 2043963777 3.05
03.06.2016 3371688243 1.59
03.06.2016 751371911 0.15
03.06.2016 285619259 0.49
03.06.2016 765850535 44
03.06.2016 3197833441 0.18
03.06.2016 1881874633 0.12
03.06.2016 2339242593 1.83
03.06.2016 1086685369 0.15
03.06.2016 3750177405 1.83
03.06.2016 4273867657 4.89
03.06.2016 2208328614 1.34
03.06.2016 2160819927 4.44
03.06.2016 4028030336 7.33
03.06.2016 4178632254 9.78
03.06.2016 503565416 0.3
03.06.2016 478766183 0.46
03.06.2016 290399378 4.28
03.06.2016 3699333173 0.76
03.06.2016 1201130149 6.11
03.06.2016 2566106368 1.34
03.06.2016 1371226027 4.96
03.06.2016 3364571878 0.49
03.06.2016 1619739993 3.3
03.06.2016 203326461 1.65
03.06.2016 2359023602 0.73
03.06.2016 2675053636 0.55
03.06.2016 2448141821 0.61
03.06.2016 1690050204 0.61
03.06.2016 2387382589 8.55
03.06.2016 2898214741 3.67
04.06.2016 2030915668 1.1
04.06.2016 1004003131 0.37
04.06.2016 2263956182 3.3
04.06.2016 2061386778 2.69
04.06.2016 676361408 0.18
04.06.2016 704250286 9.78
04.06.2016 1161202178 2.32
04.06.2016 2276108818 0.61
04.06.2016 3030425658 3.05
04.06.2016 2102046829 0.3
04.06.2016 1265328325 0.37
04.06.2016 2367158713 6.11
04.06.2016 1543411140 2.44
04.06.2016 3529961121 9.17
04.06.2016 3390622300 4.89
04.06.2016 3802923967 0.3
04.06.2016 2499314112 2.69
04.06.2016 1997081709 14.67
04.06.2016 176486139 10.89
04.06.2016 3728286989 36.05
04.06.2016 2756559962 1.22
04.06.2016 2068621798 3.3
04.06.2016 201758470 0.3
04.06.2016 201758470 0.3
04.06.2016 2994049208 2.32
04.06.2016 1997081709 7.33
04.06.2016 2100602690 0.92
04.06.2016 3160587545 4.15
04.06.2016 2866040359 9.17
04.06.2016 2707054859 0.61
04.06.2016 2787313157 8.55
04.06.2016 681303018 0.61
04.06.2016 306603097 8.07
04.06.2016 987031883 1.65
04.06.2016 2596831855 17.11
04.06.2016 3818909457 0.61
04.06.2016 2011365111 5.13
04.06.2016 3673417476 4.64
04.06.2016 2922121792 0.49
04.06.2016 2332278665 0.3
04.06.2016 2889506702 0.3
04.06.2016 3732218581 0.46
04.06.2016 2843421975 19.8
04.06.2016 2800320487 7.33
04.06.2016 36804857 0.72
04.06.2016 3861881789 7.33
04.06.2016 3442849676 1.95
04.06.2016 3874464177 2.44
04.06.2016 2509255868 0.15
04.06.2016 952450065 1.83
04.06.2016 246882119 4.89
04.06.2016 2678788329 0.61
04.06.2016 1137175059 2.69
04.06.2016 3214942844 0.37
04.06.2016 239944318 2.32
04.06.2016 1836002443 3.05
04.06.2016 2066842121 0.61
04.06.2016 4245771530 2.08
04.06.2016 2797753315 0.46
04.06.2016 768548058 4.28
04.06.2016 1133552618 0.15
04.06.2016 1477165410 0.55
04.06.2016 3485827982 2.81
04.06.2016 249627847 0.55
04.06.2016 1100867518 0.3
04.06.2016 1962758025 0.3
04.06.2016 1003634114 2.78
04.06.2016 379836646 2.14
04.06.2016 2286349170 4.89
04.06.2016 1669014424 3.67
04.06.2016 2109153589 0.3
04.06.2016 3077624240 7.33
04.06.2016 692268717 0.15
04.06.2016 396670544 18.33
04.06.2016 3809843036 2.44
04.06.2016 1003634114 2.5
04.06.2016 912871438 0.3
04.06.2016 135714883 0.3
04.06.2016 1127992339 2.44
04.06.2016 1393199256 4.89
04.06.2016 2378264373 2.2
04.06.2016 3390622300 4.89
04.06.2016 2427146850 0.15
04.06.2016 291884558 3.12
04.06.2016 1100867518 0.15
04.06.2016 3474342740 0.55
04.06.2016 1388486088 0.15
04.06.2016 3176726768 12.17
04.06.2016 187304918 3.05
04.06.2016 52998906 4.89
04.06.2016 1510845803 6.11
04.06.2016 600050358 8.55
04.06.2016 3785273634 2.38
04.06.2016 4103996871 1.1
04.06.2016 2335849106 6.11
04.06.2016 2133601664 3.3
04.06.2016 3351345331 2.44
04.06.2016 272684308 3.12
04.06.2016 568500610 0.15
04.06.2016 495398173 3.67
04.06.2016 1716705948 1.65
04.06.2016 2145929673 0.3
04.06.2016 2278485408 3.3
04.06.2016 2889506702 0.46
04.06.2016 4095124226 0.37
04.06.2016 3327976272 0.98
04.06.2016 962690672 0.92
04.06.2016 1809726979 1.83
04.06.2016 1213866055 1.83
04.06.2016 2792374902 0.92
04.06.2016 3874464177 1.22
04.06.2016 919710345 1.67
04.06.2016 2340959884 2.44
04.06.2016 278148349 2.44
04.06.2016 720046462 2.31
04.06.2016 286862682 0.73
04.06.2016 107908026 4.95
04.06.2016 4028030336 59.89
04.06.2016 155014666 1.22
04.06.2016 403677149 0.3
04.06.2016 61868417 0.92
04.06.2016 1951156871 3.67
04.06.2016 2357641614 1.22
04.06.2016 1812661946 4.89
05.06.2016 1930554260 0.92
05.06.2016 720142025 0.18
05.06.2016 3990835066 0.73
05.06.2016 3006006782 3.3
05.06.2016 3929887909 13.75
05.06.2016 478766183 0.46
05.06.2016 2323980797 0.46
05.06.2016 1128209851 8.55
05.06.2016 1015911409 0.37
05.06.2016 1832624211 0.3
05.06.2016 2720454176 3.12
05.06.2016 2844640200 5.5
05.06.2016 3874508569 0.37
05.06.2016 3311494913 5.5
05.06.2016 1291546983 0.55
05.06.2016 2578121379 0.61
05.06.2016 204056444 0.15
05.06.2016 113825359 12.22
05.06.2016 1397779669 0.37
05.06.2016 809361723 0.46
05.06.2016 1852360037 0.15
05.06.2016 4238347207 0.61
05.06.2016 1300715334 0.3
05.06.2016 3557221090 2.2
05.06.2016 2904253501 7.94
05.06.2016 2501406238 4.28
05.06.2016 1182984621 2.69
05.06.2016 1063729524 2.44
05.06.2016 4170733531 1.22
05.06.2016 3699333173 2.2
05.06.2016 1616168885 0.46
05.06.2016 3699885911 7.33
05.06.2016 1753874407 3.48
05.06.2016 4154022649 0.37
05.06.2016 1608381847 3.42
05.06.2016 527806852 3.3
05.06.2016 2704662174 0.61
05.06.2016 3420764736 0.3
05.06.2016 3224490244 4.15
05.06.2016 1543295914 2.93
05.06.2016 3434698193 3.05
05.06.2016 904724035 3.05
05.06.2016 3898081425 2.44
05.06.2016 3993353994 4.28
05.06.2016 1488380885 14.67
05.06.2016 656686165 4.96
05.06.2016 3945809069 2.08
05.06.2016 361688088 0.61
05.06.2016 3652676818 3.05
05.06.2016 2158705083 0.61
05.06.2016 2293904136 6.35
05.06.2016 1710011862 2.32
05.06.2016 2586280358 0.46
05.06.2016 1075323714 5.38
05.06.2016 3197833441 0.37
05.06.2016 3990616815 6.11
05.06.2016 917616527 0.43
05.06.2016 4239622422 0.37
05.06.2016 2693147490 11
05.06.2016 2310658076 0.55
05.06.2016 1976358176 0.61
05.06.2016 3948901381 0.3
05.06.2016 3179121038 3.67
05.06.2016 3993353994 4.28
05.06.2016 1003213245 9.35
05.06.2016 3187473403 7.33
05.06.2016 404553464 9.29
05.06.2016 404553464 9.29
05.06.2016 3728286989 37.89
05.06.2016 694390216 11
05.06.2016 2657268516 1.16
05.06.2016 418356100 18.33
05.06.2016 2213751073 2.75
05.06.2016 566587647 0.61
05.06.2016 355761344 2.32
05.06.2016 3650163713 3.67
05.06.2016 4206195243 2.2
05.06.2016 2259455251 1.95
05.06.2016 634785590 2.2
05.06.2016 2158705083 0.3
05.06.2016 870054866 0.15
05.06.2016 4050222285 6.11
05.06.2016 3677702868 1.53
05.06.2016 3523769354 0.92
05.06.2016 3678513545 2.69
05.06.2016 3241481847 12.71
05.06.2016 1729922989 0.3
05.06.2016 3509764594 0.46
05.06.2016 544729770 0.3
05.06.2016 1315989483 1.95
05.06.2016 3521403101 2.75
05.06.2016 2762593726 1.83
05.06.2016 2704662174 0.3
05.06.2016 1243828317 2.44
05.06.2016 2591499995 2.44
05.06.2016 2102147611 0.73
05.06.2016 2585635726 0.55
05.06.2016 1978709413 4.89
05.06.2016 3988159667 4.89
05.06.2016 2744958310 0.61
05.06.2016 1829523741 0.3
05.06.2016 2048580260 2.2
05.06.2016 4219308283 1.65
05.06.2016 3273282249 1.34
05.06.2016 3420764736 0.15
05.06.2016 1510332734 0.61
05.06.2016 2486563014 7.33
05.06.2016 3848270927 2.44
05.06.2016 2409055831 0.15
05.06.2016 3544043235 0.92
05.06.2016 1835003342 0.3
05.06.2016 41520595 1.67
05.06.2016 1259926921 6.35
05.06.2016 4026382822 0.46
05.06.2016 3395078680 0.92
05.06.2016 2152849604 3.05
05.06.2016 1145613703 0.61
05.06.2016 3953269780 3.05
05.06.2016 493689907 1.59
05.06.2016 2906928628 0.73
05.06.2016 3268674632 0.37
05.06.2016 794400162 7.33
05.06.2016 2102147611 0.18
05.06.2016 3685192584 2.32
05.06.2016 4097184698 0.3
05.06.2016 3134003095 1.16
05.06.2016 2113886995 0.3
05.06.2016 1514401228 3.05
05.06.2016 1591594775 2.69
05.06.2016 4279527087 0.61
05.06.2016 4182049484 3.3
05.06.2016 1175741464 1.16
05.06.2016 1603422453 0.46
05.06.2016 3320257210 3.3
05.06.2016 1440954849 1.47
05.06.2016 1210123798 14.05
05.06.2016 4162520221 3.05
05.06.2016 573442156 0.73
05.06.2016 1215773953 0.92
05.06.2016 4180185830 1.65
05.06.2016 2416876027 4.58
05.06.2016 3850760529 0.46
05.06.2016 2445048425 12.71
05.06.2016 2154753946 2.2
05.06.2016 2455330205 6.84
05.06.2016 1832624211 0.3
05.06.2016 361688088 1.22
05.06.2016 1626871853 0.73
05.06.2016 305853394 1.53
05.06.2016 1416748056 0.3
05.06.2016 2798044273 1.22
05.06.2016 1330695850 3.05
05.06.2016 3557221090 3.48
05.06.2016 3751070099 3.67
05.06.2016 1642871693 3.05
05.06.2016 1445390809 2.32
05.06.2016 2848457605 3.18
05.06.2016 4030557097 4.4
05.06.2016 1789037847 2.32
05.06.2016 2401902092 0.15
05.06.2016 3886806223 1.95
05.06.2016 2862527830 0.61
05.06.2016 103031316 1.16
05.06.2016 3693428481 5.5
05.06.2016 4154022649 0.37
05.06.2016 1325015329 3.67
05.06.2016 2711720457 11
05.06.2016 2503718823 17.78
05.06.2016 4255986312 2.32
05.06.2016 2293904136 2.44
05.06.2016 3307790312 0.98
05.06.2016 1059119849 0.15
05.06.2016 2113886995 0.3
05.06.2016 3995598246 14.67
05.06.2016 4217735095 1.34
05.06.2016 2402333106 0.55
05.06.2016 1260685901 0.3
05.06.2016 447305933 2.32
05.06.2016 1318723690 0.46
05.06.2016 2372662670 1.83
05.06.2016 962690672 0.15
05.06.2016 4024811647 0.15
05.06.2016 1829523741 0.3
05.06.2016 4221678590 15.89
05.06.2016 3241481847 6.35
05.06.2016 2485789693 0.37
05.06.2016 2731628862 2.44
05.06.2016 2898238636 8.55
05.06.2016 2943494039 0.37
05.06.2016 3449811990 2.32
05.06.2016 2744958310 0.61
05.06.2016 1940167622 3.91
05.06.2016 298289447 1.83
05.06.2016 1412053481 2.44
05.06.2016 3189095755 8.55
05.06.2016 4221897855 5.5
05.06.2016 2332009048 4.64
05.06.2016 3821350139 4.89
05.06.2016 414508619 1.16
05.06.2016 2733200693 0.15
05.06.2016 4069177486 9.9
05.06.2016 3229595680 1.22
05.06.2016 1210123798 9.17
05.06.2016 669329892 3.67
05.06.2016 198316089 0.73
05.06.2016 2726657630 2.32
05.06.2016 2168527690 2.44
05.06.2016 4018280420 5.8
05.06.2016 2489450076 0.37
05.06.2016 2767637675 0.15
05.06.2016 831571529 1.83
05.06.2016 2343038599 10.39
05.06.2016 1712669343 2.32
05.06.2016 3189095755 8.55
05.06.2016 2119139072 6.11
05.06.2016 4126036957 3.05
05.06.2016 1166683887 0.92
05.06.2016 2850937020 12.83
05.06.2016 3103603395 1.1
05.06.2016 2229488993 0.37
05.06.2016 271919527 2.2
05.06.2016 4101188113 3.05
05.06.2016 37811477 0.3
05.06.2016 3188871487 0.92
05.06.2016 2733657854 3.12
05.06.2016 2399358019 2.32
05.06.2016 1277361302 1.16
05.06.2016 2563633748 2.08
05.06.2016 993862085 0.61
05.06.2016 2197798946 2.81
05.06.2016 347592115 3.05
05.06.2016 1761743497 0.73
05.06.2016 1850430243 0.61
05.06.2016 3752977139 0.3
05.06.2016 214222850 0.55
05.06.2016 2072188401 0.55
05.06.2016 106303878 0.61
05.06.2016 2049786371 0.18
05.06.2016 1223922569 0.61
05.06.2016 1240397136 1.07
05.06.2016 3413484736 3.33
05.06.2016 1777195453 0.3
05.06.2016 625989597 0.18
05.06.2016 3150102889 0.18
05.06.2016 106303878 0.61
05.06.2016 595478741 0.3
05.06.2016 3736945810 1.83
05.06.2016 483466666 0.3
05.06.2016 330556940 0.3
05.06.2016 4179931828 0.3
05.06.2016 2188072770 2.32
05.06.2016 478766183 0.61
05.06.2016 423239522 2.32
05.06.2016 2893392919 0.46
05.06.2016 1588195870 1.16
05.06.2016 2599964684 0.46
05.06.2016 2064246715 0.3
05.06.2016 4179082398 0.61
05.06.2016 3232190928 1.83
05.06.2016 810298079 3.36
05.06.2016 1326398145 0.73
05.06.2016 4138171638 0.37
05.06.2016 1107511237 0.3
05.06.2016 3130025220 2.32
05.06.2016 3008092633 0.61
05.06.2016 1462403659 2.32
05.06.2016 1758469260 0.92
05.06.2016 2489215161 3.48
05.06.2016 2401902092 0.15
05.06.2016 4292974239 4.89
06.06.2016 3990835066 0.3
06.06.2016 2072188401 0.37
06.06.2016 465097107 2.69
06.06.2016 4084730701 0.55
06.06.2016 4265022654 0.3
06.06.2016 1123048067 0.61
06.06.2016 1123048067 0.15
06.06.2016 3788690285 0.3
06.06.2016 606948227 1.83
